"park","Network","metric","mean","lower95","upper95"
"NERI","ERMN","Hor_seed",0.703558918895992,0.659032350980251,0.74371836159899
"APCO","MIDN","Hor_seed",0.779636559074217,0.660607949771072,0.869581702789986
"BOWA","MIDN","Hor_seed",0.801264062782827,0.656551264890121,0.928639292739415
"COLO","NCBN","Hor_seed",0.660853492132221,0.5646511104039,0.751657719594347
"FRSP","MIDN","Hor_seed",0.672629380733862,0.610597834662185,0.730604348890165
"GETT","MIDN","Hor_seed",0.807141217525685,0.721840897388231,0.877801751153231
"GEWA","NCBN","Hor_seed",0.613913624474029,0.298788402347744,0.867915653698099
"HOFU","MIDN","Hor_seed",0.566496826766,0.38038542007686,0.746031824418775
"PETE","MIDN","Hor_seed",0.617913235659726,0.524987301073447,0.710856862766706
"RICH","MIDN","Hor_seed",0.589773452405141,0.467032147371978,0.713627576277468
"SAHI","NCBN","Hor_seed",0.61037255716141,0.188891906572515,0.921480650588895
"THST","NCBN","Hor_seed",0.661256238116764,0.378754241399076,0.90683833141885
"VAFO","MIDN","Hor_seed",0.674097452971177,0.535817396732289,0.805342564663315
"ANTI","NCRN","Hor_seed",0.64434655742068,0.500233780331208,0.790028718619628
"CATO","NCRN","Hor_seed",0.642760845982503,0.539432721999263,0.742196584445396
"CHOH","NCRN","Hor_seed",0.672794968380623,0.58512844474474,0.758318887507994
"GWMP","NCRN","Hor_seed",0.556445497204797,0.362838710300659,0.740841337740689
"HAFE","NCRN","Hor_seed",0.794317520303619,0.640043258239386,0.926117410399729
"MANA","NCRN","Hor_seed",0.732001767614656,0.52604355391345,0.916305569504731
"MONO","NCRN","Hor_seed",0.572010029223847,0.384221939271506,0.757290517627394
"NACE","NCRN","Hor_seed",0.652402981973065,0.553289859536489,0.743763295738986
"PRWI","NCRN","Hor_seed",0.575797004057304,0.51747289031927,0.639002918430352
"ROCR","NCRN","Hor_seed",0.627546736674234,0.469065019751921,0.781360192912725
"WOTR","NCRN","Hor_seed",0.611695151146921,0.289064836904581,0.908100547664776
"ACAD","NETN","Hor_seed",0.440216968436647,0.385634865912645,0.495054787672853
"MABI","NETN","Hor_seed",0.676148391412535,0.550673585594284,0.785082914410007
"MIMA","NETN","Hor_seed",0.703269136890373,0.537627364999595,0.842092806877944
"MORR","NETN","Hor_seed",0.503263085182871,0.363923165424385,0.633138006224811
"ROVA","NETN","Hor_seed",0.626929150779183,0.5322313035062,0.718729626910734
"SAGA","NETN","Hor_seed",0.545778248796587,0.392629694013558,0.697957860982006
"SARA","NETN","Hor_seed",0.680659563063216,0.574063105975848,0.775424726419016
"WEFA","NETN","Hor_seed",0.817597960460483,0.689775080523957,0.923150227879427
